"","table_name","cohort_definition_id","cohort_name"
"68","ckim_lc__overlapinfcohorts",17,"inf_memory_issues"
"69","ckim_lc__overlapinfcohorts",18,"inf_menstrual_problems"
"70","ckim_lc__overlapinfcohorts",19,"inf_muscle_spasms_and_pain"
"71","ckim_lc__overlapinfcohorts",20,"inf_neuralgia"
"72","ckim_lc__overlapinfcohorts",21,"inf_pins_and_needles_sensation"
"73","ckim_lc__overlapinfcohorts",22,"inf_postexertional_fatigue"
"74","ckim_lc__overlapinfcohorts",23,"inf_sleep_disorder"
"75","ckim_lc__overlapinfcohorts",24,"inf_tachycardia"
"76","ckim_lc__overlapinfcohorts",25,"inf_tinnitus_hearing_problems"
"77","ckim_lc__overlapinfcohorts",26,"inf_lc_code"
"78","ckim_lc__overlapinfcohorts",27,"inf_any_lc"
"79","ckim_lc__overlapinfcohorts",28,"inf_venous_thrombosembolism"
"80","ckim_lc__overlapinfcohorts",29,"inf_deep_vein_thrombosis"
"81","ckim_lc__overlapinfcohorts",30,"inf_pulmonary_embolism"
"82","ckim_lc__overlapinfcohorts",31,"inf_haemorrhagic_stroke"
"83","ckim_lc__overlapinfcohorts",32,"inf_ischemic_stroke"
"84","ckim_lc__overlapinfcohorts",33,"inf_transient_ischemic_attack"
"85","ckim_lc__overlapinfcohorts",34,"inf_myocardial_infarction"
"86","ckim_lc__overlapinfcohorts",35,"inf_myocarditis_pericarditis"
"87","ckim_lc__overlapinfcohorts",36,"inf_ventricular_arrhythmia_cardiac_arrest"
"88","ckim_lc__overlapinfcohorts",37,"inf_heart_failure"
"89","ckim_lc__overlapinfcohorts",38,"inf_any_pasc"
"90","ckim_lc__overlapinfcohorts",39,"inf_dysautonomia"
"91","ckim_lc__overlapinfcohorts",40,"inf_ibd"
"92","ckim_lc__overlapinfcohorts",41,"inf_juvenile_arthritis"
"93","ckim_lc__overlapinfcohorts",42,"inf_me_cfs"
"94","ckim_lc__overlapinfcohorts",43,"inf_me_cfs_symptoms"
"95","ckim_lc__overlapinfcohorts",44,"inf_mis"
"96","ckim_lc__overlapinfcohorts",45,"inf_pots"
"97","ckim_lc__overlapinfcohorts",46,"inf_ra"
"98","ckim_lc__overlapinfcohorts",47,"inf_sle"
"99","ckim_lc__overlapinfcohorts",48,"inf_t1dm"
"100","ckim_lc__overlapreinfcohorts",1,"reinf_abdominal_pain"
"101","ckim_lc__overlapreinfcohorts",2,"reinf_allergy"
"102","ckim_lc__overlapreinfcohorts",3,"reinf_altered_smell_taste"
"103","ckim_lc__overlapreinfcohorts",4,"reinf_anxiety"
"104","ckim_lc__overlapreinfcohorts",5,"reinf_blurred_vision"
"105","ckim_lc__overlapreinfcohorts",6,"reinf_chest_pain_angina"
"106","ckim_lc__overlapreinfcohorts",7,"reinf_cognitive_dysfunction_brain_fog"
"107","ckim_lc__overlapreinfcohorts",8,"reinf_cough"
"108","ckim_lc__overlapreinfcohorts",9,"reinf_depression_wo_recurrence"
"109","ckim_lc__overlapreinfcohorts",10,"reinf_dizziness"
"110","ckim_lc__overlapreinfcohorts",11,"reinf_dyspnea"
"111","ckim_lc__overlapreinfcohorts",12,"reinf_fatigue_malaise"
"112","ckim_lc__overlapreinfcohorts",13,"reinf_gastrointestinal_issues"
"113","ckim_lc__overlapreinfcohorts",14,"reinf_headache"
"114","ckim_lc__overlapreinfcohorts",15,"reinf_intermittent_fever"
"115","ckim_lc__overlapreinfcohorts",16,"reinf_joint_pain"
"116","ckim_lc__overlapreinfcohorts",17,"reinf_memory_issues"
"117","ckim_lc__overlapreinfcohorts",18,"reinf_menstrual_problems"
"118","ckim_lc__overlapreinfcohorts",19,"reinf_muscle_spasms_and_pain"
"119","ckim_lc__overlapreinfcohorts",20,"reinf_neuralgia"
"120","ckim_lc__overlapreinfcohorts",21,"reinf_pins_and_needles_sensation"
"121","ckim_lc__overlapreinfcohorts",22,"reinf_postexertional_fatigue"
"122","ckim_lc__overlapreinfcohorts",23,"reinf_sleep_disorder"
"123","ckim_lc__overlapreinfcohorts",24,"reinf_tachycardia"
"124","ckim_lc__overlapreinfcohorts",25,"reinf_tinnitus_hearing_problems"
"125","ckim_lc__overlapreinfcohorts",26,"reinf_lc_code"
"126","ckim_lc__overlapreinfcohorts",27,"reinf_any_lc"
"127","ckim_lc__overlapreinfcohorts",28,"reinf_venous_thrombosembolism"
"128","ckim_lc__overlapreinfcohorts",29,"reinf_deep_vein_thrombosis"
"129","ckim_lc__overlapreinfcohorts",30,"reinf_pulmonary_embolism"
"130","ckim_lc__overlapreinfcohorts",31,"reinf_haemorrhagic_stroke"
"131","ckim_lc__overlapreinfcohorts",32,"reinf_ischemic_stroke"
"132","ckim_lc__overlapreinfcohorts",33,"reinf_transient_ischemic_attack"
"133","ckim_lc__overlapreinfcohorts",34,"reinf_myocardial_infarction"
"134","ckim_lc__overlapreinfcohorts",35,"reinf_myocarditis_pericarditis"
"135","ckim_lc__overlapreinfcohorts",36,"reinf_ventricular_arrhythmia_cardiac_arrest"
"136","ckim_lc__overlapreinfcohorts",37,"reinf_heart_failure"
"137","ckim_lc__overlapreinfcohorts",38,"reinf_any_pasc"
"138","ckim_lc__overlapreinfcohorts",39,"reinf_dysautonomia"
"139","ckim_lc__overlapreinfcohorts",40,"reinf_ibd"
"140","ckim_lc__overlapreinfcohorts",41,"reinf_juvenile_arthritis"
"141","ckim_lc__overlapreinfcohorts",42,"reinf_me_cfs"
"142","ckim_lc__overlapreinfcohorts",43,"reinf_me_cfs_symptoms"
"143","ckim_lc__overlapreinfcohorts",44,"reinf_mis"
"144","ckim_lc__overlapreinfcohorts",45,"reinf_pots"
"145","ckim_lc__overlapreinfcohorts",46,"reinf_ra"
"146","ckim_lc__overlapreinfcohorts",47,"reinf_sle"
"147","ckim_lc__overlapreinfcohorts",48,"reinf_t1dm"
"148","ckim_lc__overlaptestnegcohorts",1,"testneg_abdominal_pain"
"149","ckim_lc__overlaptestnegcohorts",2,"testneg_allergy"
"150","ckim_lc__overlaptestnegcohorts",3,"testneg_altered_smell_taste"
"151","ckim_lc__overlaptestnegcohorts",4,"testneg_anxiety"
"152","ckim_lc__overlaptestnegcohorts",5,"testneg_blurred_vision"
"153","ckim_lc__overlaptestnegcohorts",6,"testneg_chest_pain_angina"
"154","ckim_lc__overlaptestnegcohorts",7,"testneg_cognitive_dysfunction_brain_fog"
"155","ckim_lc__overlaptestnegcohorts",8,"testneg_cough"
"156","ckim_lc__overlaptestnegcohorts",9,"testneg_depression_wo_recurrence"
"157","ckim_lc__overlaptestnegcohorts",10,"testneg_dizziness"
"158","ckim_lc__overlaptestnegcohorts",11,"testneg_dyspnea"
"159","ckim_lc__overlaptestnegcohorts",12,"testneg_fatigue_malaise"
"160","ckim_lc__overlaptestnegcohorts",13,"testneg_gastrointestinal_issues"
"161","ckim_lc__overlaptestnegcohorts",14,"testneg_headache"
"162","ckim_lc__overlaptestnegcohorts",15,"testneg_intermittent_fever"
"163","ckim_lc__overlaptestnegcohorts",16,"testneg_joint_pain"
"164","ckim_lc__overlaptestnegcohorts",17,"testneg_memory_issues"
"165","ckim_lc__overlaptestnegcohorts",18,"testneg_menstrual_problems"
"166","ckim_lc__overlaptestnegcohorts",19,"testneg_muscle_spasms_and_pain"
"167","ckim_lc__overlaptestnegcohorts",20,"testneg_neuralgia"
"168","ckim_lc__overlaptestnegcohorts",21,"testneg_pins_and_needles_sensation"
"169","ckim_lc__overlaptestnegcohorts",22,"testneg_postexertional_fatigue"
"170","ckim_lc__overlaptestnegcohorts",23,"testneg_sleep_disorder"
"171","ckim_lc__overlaptestnegcohorts",24,"testneg_tachycardia"
"172","ckim_lc__overlaptestnegcohorts",25,"testneg_tinnitus_hearing_problems"
"173","ckim_lc__overlaptestnegcohorts",26,"testneg_lc_code"
"174","ckim_lc__overlaptestnegcohorts",27,"testneg_any_lc"
"175","ckim_lc__overlaptestnegcohorts",28,"testneg_venous_thrombosembolism"
"176","ckim_lc__overlaptestnegcohorts",29,"testneg_deep_vein_thrombosis"
"177","ckim_lc__overlaptestnegcohorts",30,"testneg_pulmonary_embolism"
"178","ckim_lc__overlaptestnegcohorts",31,"testneg_haemorrhagic_stroke"
"179","ckim_lc__overlaptestnegcohorts",32,"testneg_ischemic_stroke"
"180","ckim_lc__overlaptestnegcohorts",33,"testneg_transient_ischemic_attack"
"181","ckim_lc__overlaptestnegcohorts",34,"testneg_myocardial_infarction"
"182","ckim_lc__overlaptestnegcohorts",35,"testneg_myocarditis_pericarditis"
"183","ckim_lc__overlaptestnegcohorts",36,"testneg_ventricular_arrhythmia_cardiac_arrest"
"184","ckim_lc__overlaptestnegcohorts",37,"testneg_heart_failure"
"185","ckim_lc__overlaptestnegcohorts",38,"testneg_any_pasc"
"186","ckim_lc__overlaptestnegcohorts",39,"testneg_dysautonomia"
"187","ckim_lc__overlaptestnegcohorts",40,"testneg_ibd"
"188","ckim_lc__overlaptestnegcohorts",41,"testneg_juvenile_arthritis"
"189","ckim_lc__overlaptestnegcohorts",42,"testneg_me_cfs"
"190","ckim_lc__overlaptestnegcohorts",43,"testneg_me_cfs_symptoms"
"191","ckim_lc__overlaptestnegcohorts",44,"testneg_mis"
"192","ckim_lc__overlaptestnegcohorts",45,"testneg_pots"
"193","ckim_lc__overlaptestnegcohorts",46,"testneg_ra"
"194","ckim_lc__overlaptestnegcohorts",47,"testneg_sle"
"195","ckim_lc__overlaptestnegcohorts",48,"testneg_t1dm"
