"","table_name","cohort_definition_id","cohort_name"
"42","lcpascw1_mccohorts",1,"dysautonomia"
"43","lcpascw1_mccohorts",2,"ibd"
"44","lcpascw1_mccohorts",3,"juvenile_arthritis"
"45","lcpascw1_mccohorts",4,"me_cfs"
"46","lcpascw1_mccohorts",5,"me_cfs_symptoms"
"47","lcpascw1_mccohorts",6,"mis"
"48","lcpascw1_mccohorts",7,"pots"
"49","lcpascw1_mccohorts",8,"ra"
"50","lcpascw1_mccohorts",9,"sle"
"51","lcpascw1_mccohorts",10,"t1dm"
"52","lcpascw1_overlapinfcohorts",1,"inf_abdominal_pain"
"53","lcpascw1_overlapinfcohorts",2,"inf_allergy"
"54","lcpascw1_overlapinfcohorts",3,"inf_altered_smell_taste"
"55","lcpascw1_overlapinfcohorts",4,"inf_anxiety"
"56","lcpascw1_overlapinfcohorts",5,"inf_blurred_vision"
"57","lcpascw1_overlapinfcohorts",6,"inf_chest_pain_angina"
"58","lcpascw1_overlapinfcohorts",7,"inf_cognitive_dysfunction_brain_fog"
"59","lcpascw1_overlapinfcohorts",8,"inf_cough"
"60","lcpascw1_overlapinfcohorts",9,"inf_depression_wo_recurrence"
"61","lcpascw1_overlapinfcohorts",10,"inf_dizziness"
"62","lcpascw1_overlapinfcohorts",11,"inf_dyspnea"
"63","lcpascw1_overlapinfcohorts",12,"inf_fatigue_malaise"
"64","lcpascw1_overlapinfcohorts",13,"inf_gastrointestinal_issues"
"65","lcpascw1_overlapinfcohorts",14,"inf_headache"
"66","lcpascw1_overlapinfcohorts",15,"inf_intermittent_fever"
"67","lcpascw1_overlapinfcohorts",16,"inf_joint_pain"
"68","lcpascw1_overlapinfcohorts",17,"inf_memory_issues"
"69","lcpascw1_overlapinfcohorts",18,"inf_menstrual_problems"
"70","lcpascw1_overlapinfcohorts",19,"inf_muscle_spasms_and_pain"
"71","lcpascw1_overlapinfcohorts",20,"inf_neuralgia"
"72","lcpascw1_overlapinfcohorts",21,"inf_pins_and_needles_sensation"
"73","lcpascw1_overlapinfcohorts",22,"inf_postexertional_fatigue"
"74","lcpascw1_overlapinfcohorts",23,"inf_sleep_disorder"
"75","lcpascw1_overlapinfcohorts",24,"inf_tachycardia"
"76","lcpascw1_overlapinfcohorts",25,"inf_tinnitus_hearing_problems"
"77","lcpascw1_overlapinfcohorts",26,"inf_lc_code"
"78","lcpascw1_overlapinfcohorts",27,"inf_any_lc"
"79","lcpascw1_overlapinfcohorts",28,"inf_venous_thrombosembolism"
"80","lcpascw1_overlapinfcohorts",29,"inf_deep_vein_thrombosis"
"81","lcpascw1_overlapinfcohorts",30,"inf_pulmonary_embolism"
"82","lcpascw1_overlapinfcohorts",31,"inf_haemorrhagic_stroke"
"83","lcpascw1_overlapinfcohorts",32,"inf_ischemic_stroke"
"84","lcpascw1_overlapinfcohorts",33,"inf_transient_ischemic_attack"
"85","lcpascw1_overlapinfcohorts",34,"inf_myocardial_infarction"
"86","lcpascw1_overlapinfcohorts",35,"inf_myocarditis_pericarditis"
"87","lcpascw1_overlapinfcohorts",36,"inf_ventricular_arrhythmia_cardiac_arrest"
"88","lcpascw1_overlapinfcohorts",37,"inf_heart_failure"
"89","lcpascw1_overlapinfcohorts",38,"inf_any_pasc"
"90","lcpascw1_overlapinfcohorts",39,"inf_dysautonomia"
"91","lcpascw1_overlapinfcohorts",40,"inf_ibd"
"92","lcpascw1_overlapinfcohorts",41,"inf_juvenile_arthritis"
"93","lcpascw1_overlapinfcohorts",42,"inf_me_cfs"
"94","lcpascw1_overlapinfcohorts",43,"inf_me_cfs_symptoms"
"95","lcpascw1_overlapinfcohorts",44,"inf_mis"
"96","lcpascw1_overlapinfcohorts",45,"inf_pots"
"97","lcpascw1_overlapinfcohorts",46,"inf_ra"
"98","lcpascw1_overlapinfcohorts",47,"inf_sle"
"99","lcpascw1_overlapinfcohorts",48,"inf_t1dm"
"100","lcpascw1_overlapreinfcohorts",1,"reinf_abdominal_pain"
"101","lcpascw1_overlapreinfcohorts",2,"reinf_allergy"
"102","lcpascw1_overlapreinfcohorts",3,"reinf_altered_smell_taste"
"103","lcpascw1_overlapreinfcohorts",4,"reinf_anxiety"
"104","lcpascw1_overlapreinfcohorts",5,"reinf_blurred_vision"
"105","lcpascw1_overlapreinfcohorts",6,"reinf_chest_pain_angina"
"106","lcpascw1_overlapreinfcohorts",7,"reinf_cognitive_dysfunction_brain_fog"
"107","lcpascw1_overlapreinfcohorts",8,"reinf_cough"
"108","lcpascw1_overlapreinfcohorts",9,"reinf_depression_wo_recurrence"
"109","lcpascw1_overlapreinfcohorts",10,"reinf_dizziness"
"110","lcpascw1_overlapreinfcohorts",11,"reinf_dyspnea"
"111","lcpascw1_overlapreinfcohorts",12,"reinf_fatigue_malaise"
"112","lcpascw1_overlapreinfcohorts",13,"reinf_gastrointestinal_issues"
"113","lcpascw1_overlapreinfcohorts",14,"reinf_headache"
"114","lcpascw1_overlapreinfcohorts",15,"reinf_intermittent_fever"
"115","lcpascw1_overlapreinfcohorts",16,"reinf_joint_pain"
"116","lcpascw1_overlapreinfcohorts",17,"reinf_memory_issues"
"117","lcpascw1_overlapreinfcohorts",18,"reinf_menstrual_problems"
"118","lcpascw1_overlapreinfcohorts",19,"reinf_muscle_spasms_and_pain"
"119","lcpascw1_overlapreinfcohorts",20,"reinf_neuralgia"
"120","lcpascw1_overlapreinfcohorts",21,"reinf_pins_and_needles_sensation"
"121","lcpascw1_overlapreinfcohorts",22,"reinf_postexertional_fatigue"
"122","lcpascw1_overlapreinfcohorts",23,"reinf_sleep_disorder"
"123","lcpascw1_overlapreinfcohorts",24,"reinf_tachycardia"
"124","lcpascw1_overlapreinfcohorts",25,"reinf_tinnitus_hearing_problems"
"125","lcpascw1_overlapreinfcohorts",26,"reinf_lc_code"
"126","lcpascw1_overlapreinfcohorts",27,"reinf_any_lc"
"127","lcpascw1_overlapreinfcohorts",28,"reinf_venous_thrombosembolism"
"128","lcpascw1_overlapreinfcohorts",29,"reinf_deep_vein_thrombosis"
"129","lcpascw1_overlapreinfcohorts",30,"reinf_pulmonary_embolism"
"130","lcpascw1_overlapreinfcohorts",31,"reinf_haemorrhagic_stroke"
"131","lcpascw1_overlapreinfcohorts",32,"reinf_ischemic_stroke"
"132","lcpascw1_overlapreinfcohorts",33,"reinf_transient_ischemic_attack"
"133","lcpascw1_overlapreinfcohorts",34,"reinf_myocardial_infarction"
"134","lcpascw1_overlapreinfcohorts",35,"reinf_myocarditis_pericarditis"
"135","lcpascw1_overlapreinfcohorts",36,"reinf_ventricular_arrhythmia_cardiac_arrest"
"136","lcpascw1_overlapreinfcohorts",37,"reinf_heart_failure"
"137","lcpascw1_overlapreinfcohorts",38,"reinf_any_pasc"
"138","lcpascw1_overlapreinfcohorts",39,"reinf_dysautonomia"
"139","lcpascw1_overlapreinfcohorts",40,"reinf_ibd"
"140","lcpascw1_overlapreinfcohorts",41,"reinf_juvenile_arthritis"
"141","lcpascw1_overlapreinfcohorts",42,"reinf_me_cfs"
"142","lcpascw1_overlapreinfcohorts",43,"reinf_me_cfs_symptoms"
"143","lcpascw1_overlapreinfcohorts",44,"reinf_mis"
"144","lcpascw1_overlapreinfcohorts",45,"reinf_pots"
"145","lcpascw1_overlapreinfcohorts",46,"reinf_ra"
"146","lcpascw1_overlapreinfcohorts",47,"reinf_sle"
"147","lcpascw1_overlapreinfcohorts",48,"reinf_t1dm"
"148","lcpascw1_overlaptestnegcohorts",1,"testneg_abdominal_pain"
"149","lcpascw1_overlaptestnegcohorts",2,"testneg_allergy"
"150","lcpascw1_overlaptestnegcohorts",3,"testneg_altered_smell_taste"
"151","lcpascw1_overlaptestnegcohorts",4,"testneg_anxiety"
"152","lcpascw1_overlaptestnegcohorts",5,"testneg_blurred_vision"
"153","lcpascw1_overlaptestnegcohorts",6,"testneg_chest_pain_angina"
"154","lcpascw1_overlaptestnegcohorts",7,"testneg_cognitive_dysfunction_brain_fog"
"155","lcpascw1_overlaptestnegcohorts",8,"testneg_cough"
"156","lcpascw1_overlaptestnegcohorts",9,"testneg_depression_wo_recurrence"
"157","lcpascw1_overlaptestnegcohorts",10,"testneg_dizziness"
"158","lcpascw1_overlaptestnegcohorts",11,"testneg_dyspnea"
"159","lcpascw1_overlaptestnegcohorts",12,"testneg_fatigue_malaise"
"160","lcpascw1_overlaptestnegcohorts",13,"testneg_gastrointestinal_issues"
"161","lcpascw1_overlaptestnegcohorts",14,"testneg_headache"
"162","lcpascw1_overlaptestnegcohorts",15,"testneg_intermittent_fever"
"163","lcpascw1_overlaptestnegcohorts",16,"testneg_joint_pain"
"164","lcpascw1_overlaptestnegcohorts",17,"testneg_memory_issues"
"165","lcpascw1_overlaptestnegcohorts",18,"testneg_menstrual_problems"
"166","lcpascw1_overlaptestnegcohorts",19,"testneg_muscle_spasms_and_pain"
"167","lcpascw1_overlaptestnegcohorts",20,"testneg_neuralgia"
"168","lcpascw1_overlaptestnegcohorts",21,"testneg_pins_and_needles_sensation"
"169","lcpascw1_overlaptestnegcohorts",22,"testneg_postexertional_fatigue"
"170","lcpascw1_overlaptestnegcohorts",23,"testneg_sleep_disorder"
"171","lcpascw1_overlaptestnegcohorts",24,"testneg_tachycardia"
"172","lcpascw1_overlaptestnegcohorts",25,"testneg_tinnitus_hearing_problems"
"173","lcpascw1_overlaptestnegcohorts",26,"testneg_lc_code"
"174","lcpascw1_overlaptestnegcohorts",27,"testneg_any_lc"
"175","lcpascw1_overlaptestnegcohorts",28,"testneg_venous_thrombosembolism"
"176","lcpascw1_overlaptestnegcohorts",29,"testneg_deep_vein_thrombosis"
"177","lcpascw1_overlaptestnegcohorts",30,"testneg_pulmonary_embolism"
"178","lcpascw1_overlaptestnegcohorts",31,"testneg_haemorrhagic_stroke"
"179","lcpascw1_overlaptestnegcohorts",32,"testneg_ischemic_stroke"
"180","lcpascw1_overlaptestnegcohorts",33,"testneg_transient_ischemic_attack"
"181","lcpascw1_overlaptestnegcohorts",34,"testneg_myocardial_infarction"
"182","lcpascw1_overlaptestnegcohorts",35,"testneg_myocarditis_pericarditis"
"183","lcpascw1_overlaptestnegcohorts",36,"testneg_ventricular_arrhythmia_cardiac_arrest"
"184","lcpascw1_overlaptestnegcohorts",37,"testneg_heart_failure"
"185","lcpascw1_overlaptestnegcohorts",38,"testneg_any_pasc"
"186","lcpascw1_overlaptestnegcohorts",39,"testneg_dysautonomia"
"187","lcpascw1_overlaptestnegcohorts",40,"testneg_ibd"
"188","lcpascw1_overlaptestnegcohorts",41,"testneg_juvenile_arthritis"
"189","lcpascw1_overlaptestnegcohorts",42,"testneg_me_cfs"
"190","lcpascw1_overlaptestnegcohorts",43,"testneg_me_cfs_symptoms"
"191","lcpascw1_overlaptestnegcohorts",44,"testneg_mis"
"192","lcpascw1_overlaptestnegcohorts",45,"testneg_pots"
"193","lcpascw1_overlaptestnegcohorts",46,"testneg_ra"
"194","lcpascw1_overlaptestnegcohorts",47,"testneg_sle"
"195","lcpascw1_overlaptestnegcohorts",48,"testneg_t1dm"
