"","group_name","group_level","strata_name","strata_level","variable","variable_level","variable_type","estimate_type","estimate"
"61","Overall","Overall","base_id","1","prior_history",NA,"numeric","mean","2379.17187800786"
"62","Overall","Overall","base_id","1","prior_history",NA,"numeric","median","2414"
"63","Overall","Overall","base_id","1","prior_history",NA,"numeric","q25","1124"
"64","Overall","Overall","base_id","1","prior_history",NA,"numeric","q75","3516"
"65","Overall","Overall","base_id","1","prior_history",NA,"numeric","sd","1289.69928267949"
"66","Overall","Overall","base_id","1","prior_history",NA,"numeric","iqr","2392"
"67","Overall","Overall","base_id","1","prior_history",NA,"numeric","min","365"
"68","Overall","Overall","base_id","1","prior_history",NA,"numeric","max","5961"
"69","Overall","Overall","base_id","1","cohort_end_date",NA,"date","mean","2022-07-31"
"70","Overall","Overall","base_id","1","cohort_end_date",NA,"date","median","2022-11-24"
"71","Overall","Overall","base_id","1","cohort_end_date",NA,"date","q25","2022-01-31"
"72","Overall","Overall","base_id","1","cohort_end_date",NA,"date","q75","2022-12-31"
"73","Overall","Overall","base_id","1","cohort_end_date",NA,"date","min","2021-01-11"
"74","Overall","Overall","base_id","1","cohort_end_date",NA,"date","max","2022-12-31"
"75","Overall","Overall","base_id","1","cohort_start_date",NA,"date","mean","2021-09-15"
"76","Overall","Overall","base_id","1","cohort_start_date",NA,"date","median","2021-12-20"
"77","Overall","Overall","base_id","1","cohort_start_date",NA,"date","q25","2021-03-03"
"78","Overall","Overall","base_id","1","cohort_start_date",NA,"date","q75","2022-02-14"
"79","Overall","Overall","base_id","1","cohort_start_date",NA,"date","min","2020-09-02"
"80","Overall","Overall","base_id","1","cohort_start_date",NA,"date","max","2022-09-02"
"81","Overall","Overall","base_id","1","sex","Female","categorical","count","97711"
"82","Overall","Overall","base_id","1","sex","Female","categorical","%","53.7419904848335"
"83","Overall","Overall","base_id","1","sex","Male","categorical","count","84104"
"84","Overall","Overall","base_id","1","sex","Male","categorical","%","46.2580095151665"
"85","Overall","Overall","base_id","2","number subjects",NA,NA,"count","11619"
"86","Overall","Overall","base_id","2","number records",NA,NA,"count","11812"
"87","Overall","Overall","base_id","2","age",NA,"numeric","mean","37.008211987809"
"88","Overall","Overall","base_id","2","age",NA,"numeric","median","36"
"89","Overall","Overall","base_id","2","age",NA,"numeric","q25","22"
"90","Overall","Overall","base_id","2","age",NA,"numeric","q75","50"
"91","Overall","Overall","base_id","2","age",NA,"numeric","sd","17.3087336839587"
"92","Overall","Overall","base_id","2","age",NA,"numeric","iqr","28"
"93","Overall","Overall","base_id","2","age",NA,"numeric","min","1"
"94","Overall","Overall","base_id","2","age",NA,"numeric","max","102"
"95","Overall","Overall","base_id","2","future_observation",NA,"numeric","mean","305.153403318659"
"96","Overall","Overall","base_id","2","future_observation",NA,"numeric","median","316"
"97","Overall","Overall","base_id","2","future_observation",NA,"numeric","q25","266"
"98","Overall","Overall","base_id","2","future_observation",NA,"numeric","q75","341"
"99","Overall","Overall","base_id","2","future_observation",NA,"numeric","sd","92.5342399258111"
"100","Overall","Overall","base_id","2","future_observation",NA,"numeric","iqr","75"
"101","Overall","Overall","base_id","2","future_observation",NA,"numeric","min","120"
"102","Overall","Overall","base_id","2","future_observation",NA,"numeric","max","719"
"103","Overall","Overall","base_id","2","prior_history",NA,"numeric","mean","2733.79139857772"
"104","Overall","Overall","base_id","2","prior_history",NA,"numeric","median","2818"
"105","Overall","Overall","base_id","2","prior_history",NA,"numeric","q25","1765"
"106","Overall","Overall","base_id","2","prior_history",NA,"numeric","q75","3748.25"
"107","Overall","Overall","base_id","2","prior_history",NA,"numeric","sd","1208.49400665403"
"108","Overall","Overall","base_id","2","prior_history",NA,"numeric","iqr","1983.25"
"109","Overall","Overall","base_id","2","prior_history",NA,"numeric","min","497"
"110","Overall","Overall","base_id","2","prior_history",NA,"numeric","max","5907"
"111","Overall","Overall","base_id","2","cohort_end_date",NA,"date","mean","2022-11-29"
"112","Overall","Overall","base_id","2","cohort_end_date",NA,"date","median","2022-12-31"
"113","Overall","Overall","base_id","2","cohort_end_date",NA,"date","q25","2022-12-31"
"114","Overall","Overall","base_id","2","cohort_end_date",NA,"date","q75","2022-12-31"
"115","Overall","Overall","base_id","2","cohort_end_date",NA,"date","min","2021-07-26"
"116","Overall","Overall","base_id","2","cohort_end_date",NA,"date","max","2022-12-31"
"117","Overall","Overall","base_id","2","cohort_start_date",NA,"date","mean","2022-02-15"
"118","Overall","Overall","base_id","2","cohort_start_date",NA,"date","median","2022-02-10"
"119","Overall","Overall","base_id","2","cohort_start_date",NA,"date","q25","2022-01-20"
"120","Overall","Overall","base_id","2","cohort_start_date",NA,"date","q75","2022-03-21"
"121","Overall","Overall","base_id","2","cohort_start_date",NA,"date","min","2021-01-11"
"122","Overall","Overall","base_id","2","cohort_start_date",NA,"date","max","2022-09-02"
"123","Overall","Overall","base_id","2","sex","Female","categorical","count","6943"
"124","Overall","Overall","base_id","2","sex","Female","categorical","%","58.7792075855063"
"125","Overall","Overall","base_id","2","sex","Male","categorical","count","4869"
"126","Overall","Overall","base_id","2","sex","Male","categorical","%","41.2207924144937"
"127","Overall","Overall","base_id","3","number subjects",NA,NA,"count","1459"
"128","Overall","Overall","base_id","3","number records",NA,NA,"count","1459"
"129","Overall","Overall","base_id","3","age",NA,"numeric","mean","55.7347498286498"
"130","Overall","Overall","base_id","3","age",NA,"numeric","median","58"
"131","Overall","Overall","base_id","3","age",NA,"numeric","q25","39"
"132","Overall","Overall","base_id","3","age",NA,"numeric","q75","74"
"133","Overall","Overall","base_id","3","age",NA,"numeric","sd","22.8245582276602"
"134","Overall","Overall","base_id","3","age",NA,"numeric","iqr","35"
"135","Overall","Overall","base_id","3","age",NA,"numeric","min","1"
"136","Overall","Overall","base_id","3","age",NA,"numeric","max","103"
"137","Overall","Overall","base_id","3","future_observation",NA,"numeric","mean","444.299520219328"
"138","Overall","Overall","base_id","3","future_observation",NA,"numeric","median","416"
"139","Overall","Overall","base_id","3","future_observation",NA,"numeric","q25","323"
"140","Overall","Overall","base_id","3","future_observation",NA,"numeric","q75","489"
"141","Overall","Overall","base_id","3","future_observation",NA,"numeric","sd","182.929495570189"
"142","Overall","Overall","base_id","3","future_observation",NA,"numeric","iqr","166"
"143","Overall","Overall","base_id","3","future_observation",NA,"numeric","min","122"
"144","Overall","Overall","base_id","3","future_observation",NA,"numeric","max","850"
"145","Overall","Overall","base_id","3","prior_history",NA,"numeric","mean","2157.37217272104"
"146","Overall","Overall","base_id","3","prior_history",NA,"numeric","median","2361"
"147","Overall","Overall","base_id","3","prior_history",NA,"numeric","q25","1635.5"
"148","Overall","Overall","base_id","3","prior_history",NA,"numeric","q75","2632"
"149","Overall","Overall","base_id","3","prior_history",NA,"numeric","sd","716.934618733025"
"150","Overall","Overall","base_id","3","prior_history",NA,"numeric","iqr","996.5"
"151","Overall","Overall","base_id","3","prior_history",NA,"numeric","min","374"
"152","Overall","Overall","base_id","3","prior_history",NA,"numeric","max","4252"
"153","Overall","Overall","base_id","3","cohort_end_date",NA,"date","mean","2021-11-23"
"154","Overall","Overall","base_id","3","cohort_end_date",NA,"date","median","2021-11-22"
"155","Overall","Overall","base_id","3","cohort_end_date",NA,"date","q25","2021-10-07"
"156","Overall","Overall","base_id","3","cohort_end_date",NA,"date","q75","2022-01-31"
"157","Overall","Overall","base_id","3","cohort_end_date",NA,"date","min","2021-01-31"
"158","Overall","Overall","base_id","3","cohort_end_date",NA,"date","max","2022-12-31"
"159","Overall","Overall","base_id","3","cohort_start_date",NA,"date","mean","2020-12-30"
"160","Overall","Overall","base_id","3","cohort_start_date",NA,"date","median","2020-12-07"
"161","Overall","Overall","base_id","3","cohort_start_date",NA,"date","q25","2020-10-14"
"162","Overall","Overall","base_id","3","cohort_start_date",NA,"date","q75","2021-03-03"
"163","Overall","Overall","base_id","3","cohort_start_date",NA,"date","min","2020-09-02"
"164","Overall","Overall","base_id","3","cohort_start_date",NA,"date","max","2022-08-01"
"165","Overall","Overall","base_id","3","sex","Female","categorical","count","895"
"166","Overall","Overall","base_id","3","sex","Female","categorical","%","61.3433858807402"
"167","Overall","Overall","base_id","3","sex","Male","categorical","count","564"
"168","Overall","Overall","base_id","3","sex","Male","categorical","%","38.6566141192598"
