"","group_name","group_level","strata_name","strata_level","variable","variable_level","variable_type","estimate_type","estimate"
"110","Overall","Overall","base_id","2","prior_history",NA,"numeric","max","12139"
"111","Overall","Overall","base_id","2","cohort_end_date",NA,"date","mean","2022-06-05"
"112","Overall","Overall","base_id","2","cohort_end_date",NA,"date","median","2022-06-09"
"113","Overall","Overall","base_id","2","cohort_end_date",NA,"date","q25","2022-06-08"
"114","Overall","Overall","base_id","2","cohort_end_date",NA,"date","q75","2022-06-09"
"115","Overall","Overall","base_id","2","cohort_end_date",NA,"date","min","2021-05-19"
"116","Overall","Overall","base_id","2","cohort_end_date",NA,"date","max","2022-06-20"
"117","Overall","Overall","base_id","2","cohort_start_date",NA,"date","mean","2021-12-16"
"118","Overall","Overall","base_id","2","cohort_start_date",NA,"date","median","2022-01-01"
"119","Overall","Overall","base_id","2","cohort_start_date",NA,"date","q25","2021-12-21"
"120","Overall","Overall","base_id","2","cohort_start_date",NA,"date","q75","2022-01-14"
"121","Overall","Overall","base_id","2","cohort_start_date",NA,"date","min","2021-01-11"
"122","Overall","Overall","base_id","2","cohort_start_date",NA,"date","max","2022-02-17"
"123","Overall","Overall","base_id","2","sex","Female","categorical","count","5456"
"124","Overall","Overall","base_id","2","sex","Female","categorical","%","61.908544196074"
"125","Overall","Overall","base_id","2","sex","Male","categorical","count","3357"
"126","Overall","Overall","base_id","2","sex","Male","categorical","%","38.091455803926"
"127","Overall","Overall","base_id","3","number subjects",NA,NA,"count","669155"
"128","Overall","Overall","base_id","3","number records",NA,NA,"count","669155"
"129","Overall","Overall","base_id","3","age",NA,"numeric","mean","37.7718166941889"
"130","Overall","Overall","base_id","3","age",NA,"numeric","median","38"
"131","Overall","Overall","base_id","3","age",NA,"numeric","q25","20"
"132","Overall","Overall","base_id","3","age",NA,"numeric","q75","54"
"133","Overall","Overall","base_id","3","age",NA,"numeric","sd","21.7736092786403"
"134","Overall","Overall","base_id","3","age",NA,"numeric","iqr","34"
"135","Overall","Overall","base_id","3","age",NA,"numeric","min","1"
"136","Overall","Overall","base_id","3","age",NA,"numeric","max","106"
"137","Overall","Overall","base_id","3","future_observation",NA,"numeric","mean","367.518498703589"
"138","Overall","Overall","base_id","3","future_observation",NA,"numeric","median","339"
"139","Overall","Overall","base_id","3","future_observation",NA,"numeric","q25","243"
"140","Overall","Overall","base_id","3","future_observation",NA,"numeric","q75","522"
"141","Overall","Overall","base_id","3","future_observation",NA,"numeric","sd","150.483276220896"
"142","Overall","Overall","base_id","3","future_observation",NA,"numeric","iqr","279"
"143","Overall","Overall","base_id","3","future_observation",NA,"numeric","min","120"
"144","Overall","Overall","base_id","3","future_observation",NA,"numeric","max","656"
"145","Overall","Overall","base_id","3","prior_history",NA,"numeric","mean","4297.59453489849"
"146","Overall","Overall","base_id","3","prior_history",NA,"numeric","median","4250"
"147","Overall","Overall","base_id","3","prior_history",NA,"numeric","q25","1807"
"148","Overall","Overall","base_id","3","prior_history",NA,"numeric","q75","6522"
"149","Overall","Overall","base_id","3","prior_history",NA,"numeric","sd","2661.00403311079"
"150","Overall","Overall","base_id","3","prior_history",NA,"numeric","iqr","4715"
"151","Overall","Overall","base_id","3","prior_history",NA,"numeric","min","365"
"152","Overall","Overall","base_id","3","prior_history",NA,"numeric","max","12174"
"153","Overall","Overall","base_id","3","cohort_end_date",NA,"date","mean","2022-02-24"
"154","Overall","Overall","base_id","3","cohort_end_date",NA,"date","median","2022-03-25"
"155","Overall","Overall","base_id","3","cohort_end_date",NA,"date","q25","2021-11-24"
"156","Overall","Overall","base_id","3","cohort_end_date",NA,"date","q75","2022-06-08"
"157","Overall","Overall","base_id","3","cohort_end_date",NA,"date","min","2020-12-31"
"158","Overall","Overall","base_id","3","cohort_end_date",NA,"date","max","2022-06-20"
"159","Overall","Overall","base_id","3","cohort_start_date",NA,"date","mean","2021-05-11"
"160","Overall","Overall","base_id","3","cohort_start_date",NA,"date","median","2021-05-31"
"161","Overall","Overall","base_id","3","cohort_start_date",NA,"date","q25","2020-12-13"
"162","Overall","Overall","base_id","3","cohort_start_date",NA,"date","q75","2021-09-23"
"163","Overall","Overall","base_id","3","cohort_start_date",NA,"date","min","2020-09-02"
"164","Overall","Overall","base_id","3","cohort_start_date",NA,"date","max","2022-02-16"
"165","Overall","Overall","base_id","3","sex","Female","categorical","count","371319"
"166","Overall","Overall","base_id","3","sex","Female","categorical","%","55.4907308471131"
"167","Overall","Overall","base_id","3","sex","Male","categorical","count","297836"
"168","Overall","Overall","base_id","3","sex","Male","categorical","%","44.5092691528869"
