"","table_name","cohort_definition_id","cohort_name"
"126","lc_w1_july_overlapreinfcohorts",27,"reinf_any_lc"
"127","lc_w1_july_overlapreinfcohorts",28,"reinf_venous_thrombosembolism"
"128","lc_w1_july_overlapreinfcohorts",29,"reinf_deep_vein_thrombosis"
"129","lc_w1_july_overlapreinfcohorts",30,"reinf_pulmonary_embolism"
"130","lc_w1_july_overlapreinfcohorts",31,"reinf_haemorrhagic_stroke"
"131","lc_w1_july_overlapreinfcohorts",32,"reinf_ischemic_stroke"
"132","lc_w1_july_overlapreinfcohorts",33,"reinf_transient_ischemic_attack"
"133","lc_w1_july_overlapreinfcohorts",34,"reinf_myocardial_infarction"
"134","lc_w1_july_overlapreinfcohorts",35,"reinf_myocarditis_pericarditis"
"135","lc_w1_july_overlapreinfcohorts",36,"reinf_ventricular_arrhythmia_cardiac_arrest"
"136","lc_w1_july_overlapreinfcohorts",37,"reinf_heart_failure"
"137","lc_w1_july_overlapreinfcohorts",38,"reinf_any_pasc"
"138","lc_w1_july_overlapreinfcohorts",39,"reinf_dysautonomia"
"139","lc_w1_july_overlapreinfcohorts",40,"reinf_ibd"
"140","lc_w1_july_overlapreinfcohorts",41,"reinf_juvenile_arthritis"
"141","lc_w1_july_overlapreinfcohorts",42,"reinf_me_cfs"
"142","lc_w1_july_overlapreinfcohorts",43,"reinf_me_cfs_symptoms"
"143","lc_w1_july_overlapreinfcohorts",44,"reinf_mis"
"144","lc_w1_july_overlapreinfcohorts",45,"reinf_pots"
"145","lc_w1_july_overlapreinfcohorts",46,"reinf_ra"
"146","lc_w1_july_overlapreinfcohorts",47,"reinf_sle"
"147","lc_w1_july_overlapreinfcohorts",48,"reinf_t1dm"
"148","lc_w1_july_overlaptestnegcohorts",1,"testneg_abdominal_pain"
"149","lc_w1_july_overlaptestnegcohorts",2,"testneg_allergy"
"150","lc_w1_july_overlaptestnegcohorts",3,"testneg_altered_smell_taste"
"151","lc_w1_july_overlaptestnegcohorts",4,"testneg_anxiety"
"152","lc_w1_july_overlaptestnegcohorts",5,"testneg_blurred_vision"
"153","lc_w1_july_overlaptestnegcohorts",6,"testneg_chest_pain_angina"
"154","lc_w1_july_overlaptestnegcohorts",7,"testneg_cognitive_dysfunction_brain_fog"
"155","lc_w1_july_overlaptestnegcohorts",8,"testneg_cough"
"156","lc_w1_july_overlaptestnegcohorts",9,"testneg_depression_wo_recurrence"
"157","lc_w1_july_overlaptestnegcohorts",10,"testneg_dizziness"
"158","lc_w1_july_overlaptestnegcohorts",11,"testneg_dyspnea"
"159","lc_w1_july_overlaptestnegcohorts",12,"testneg_fatigue_malaise"
"160","lc_w1_july_overlaptestnegcohorts",13,"testneg_gastrointestinal_issues"
"161","lc_w1_july_overlaptestnegcohorts",14,"testneg_headache"
"162","lc_w1_july_overlaptestnegcohorts",15,"testneg_intermittent_fever"
"163","lc_w1_july_overlaptestnegcohorts",16,"testneg_joint_pain"
"164","lc_w1_july_overlaptestnegcohorts",17,"testneg_memory_issues"
"165","lc_w1_july_overlaptestnegcohorts",18,"testneg_menstrual_problems"
"166","lc_w1_july_overlaptestnegcohorts",19,"testneg_muscle_spasms_and_pain"
"167","lc_w1_july_overlaptestnegcohorts",20,"testneg_neuralgia"
"168","lc_w1_july_overlaptestnegcohorts",21,"testneg_pins_and_needles_sensation"
"169","lc_w1_july_overlaptestnegcohorts",22,"testneg_postexertional_fatigue"
"170","lc_w1_july_overlaptestnegcohorts",23,"testneg_sleep_disorder"
"171","lc_w1_july_overlaptestnegcohorts",24,"testneg_tachycardia"
"172","lc_w1_july_overlaptestnegcohorts",25,"testneg_tinnitus_hearing_problems"
"173","lc_w1_july_overlaptestnegcohorts",26,"testneg_lc_code"
"174","lc_w1_july_overlaptestnegcohorts",27,"testneg_any_lc"
"175","lc_w1_july_overlaptestnegcohorts",28,"testneg_venous_thrombosembolism"
"176","lc_w1_july_overlaptestnegcohorts",29,"testneg_deep_vein_thrombosis"
"177","lc_w1_july_overlaptestnegcohorts",30,"testneg_pulmonary_embolism"
"178","lc_w1_july_overlaptestnegcohorts",31,"testneg_haemorrhagic_stroke"
"179","lc_w1_july_overlaptestnegcohorts",32,"testneg_ischemic_stroke"
"180","lc_w1_july_overlaptestnegcohorts",33,"testneg_transient_ischemic_attack"
"181","lc_w1_july_overlaptestnegcohorts",34,"testneg_myocardial_infarction"
"182","lc_w1_july_overlaptestnegcohorts",35,"testneg_myocarditis_pericarditis"
"183","lc_w1_july_overlaptestnegcohorts",36,"testneg_ventricular_arrhythmia_cardiac_arrest"
"184","lc_w1_july_overlaptestnegcohorts",37,"testneg_heart_failure"
"185","lc_w1_july_overlaptestnegcohorts",38,"testneg_any_pasc"
"186","lc_w1_july_overlaptestnegcohorts",39,"testneg_dysautonomia"
"187","lc_w1_july_overlaptestnegcohorts",40,"testneg_ibd"
"188","lc_w1_july_overlaptestnegcohorts",41,"testneg_juvenile_arthritis"
"189","lc_w1_july_overlaptestnegcohorts",42,"testneg_me_cfs"
"190","lc_w1_july_overlaptestnegcohorts",43,"testneg_me_cfs_symptoms"
"191","lc_w1_july_overlaptestnegcohorts",44,"testneg_mis"
"192","lc_w1_july_overlaptestnegcohorts",45,"testneg_pots"
"193","lc_w1_july_overlaptestnegcohorts",46,"testneg_ra"
"194","lc_w1_july_overlaptestnegcohorts",47,"testneg_sle"
"195","lc_w1_july_overlaptestnegcohorts",48,"testneg_t1dm"
