"","table_name","cohort_definition_id","cohort_name"
"177","lcpasc_v1__overlaptestnegcohorts",30,"testneg_pulmonary_embolism"
"178","lcpasc_v1__overlaptestnegcohorts",31,"testneg_haemorrhagic_stroke"
"179","lcpasc_v1__overlaptestnegcohorts",32,"testneg_ischemic_stroke"
"180","lcpasc_v1__overlaptestnegcohorts",33,"testneg_transient_ischemic_attack"
"181","lcpasc_v1__overlaptestnegcohorts",34,"testneg_myocardial_infarction"
"182","lcpasc_v1__overlaptestnegcohorts",35,"testneg_myocarditis_pericarditis"
"183","lcpasc_v1__overlaptestnegcohorts",36,"testneg_ventricular_arrhythmia_cardiac_arrest"
"184","lcpasc_v1__overlaptestnegcohorts",37,"testneg_heart_failure"
"185","lcpasc_v1__overlaptestnegcohorts",38,"testneg_any_pasc"
"186","lcpasc_v1__overlaptestnegcohorts",39,"testneg_dysautonomia"
"187","lcpasc_v1__overlaptestnegcohorts",40,"testneg_ibd"
"188","lcpasc_v1__overlaptestnegcohorts",41,"testneg_juvenile_arthritis"
"189","lcpasc_v1__overlaptestnegcohorts",42,"testneg_me_cfs"
"190","lcpasc_v1__overlaptestnegcohorts",43,"testneg_me_cfs_symptoms"
"191","lcpasc_v1__overlaptestnegcohorts",44,"testneg_mis"
"192","lcpasc_v1__overlaptestnegcohorts",45,"testneg_pots"
"193","lcpasc_v1__overlaptestnegcohorts",46,"testneg_ra"
"194","lcpasc_v1__overlaptestnegcohorts",47,"testneg_sle"
"195","lcpasc_v1__overlaptestnegcohorts",48,"testneg_t1dm"
